text,sentiment
raiders of the lost ark 1010 the mummy 810 lost in space 710 the mummy returns 610 the generals daughter 310 romancing the stone 710 wild wild west 310 mission impossible 2 710,negative
showgirls is the first bigbudget bigstudio film to receive an nc17 rating,negative
and its release last year came at a time when senator bob dole and other politicans chastised the entertainment industry for promoting sex and violence,negative
but if showgirls is any indication of hollywoods future the folks in washington should focus their attack on a more dangerous threat to american valuesbad moviemaking,negative
showgirls is a relentlessly exploitive look at the las vegas strip scene and the film turns out to be just as trashy as its subject matter,negative
director paul verhoeven and writer joe eszterhas who collaborated on another shockvalue project 1992s basic instinct follow the plight of a young woman teen tv star elizabeth berkley determined to make a name for herself as a topless dancer,negative
its a hackneyed premise to begin with so not surprisingly all of the stock characters are trucked out,negative
theres the demanding producer,negative
the loyal friend,negative
the bitchy competitor,negative
lest i forget the scummy club owner,negative
of course any attempt at character development or a coherent storyline is just window dressing for the films main attractionan endless parade of fullfrontal nudity,negative
unfortunately showgirls doesnt satisfy in this department,negative
verhoevens slambang inyourface style of direction proves neither arousing nor erotic,negative
to make matters worse youll be forced to sit through the movies clothed scenes which dont cover up for laughable acting and some of the most absurd dialogue ever spoken in film history,negative
verhoeven and ezsterhas deserve credit for trying to break ground but if its adult entertainment you want stay home and watch the playboy channel,negative
youll be the wiser for it,negative
a highly intelligent life form that is completely electronic in nature beams itself onto a russian science vessel,negative
well this is the point where the movie strays from becoming a decent and original movie and simply becomes a predictable scifi thriller,negative
anyhow this life form takes control of the computers on the russian vessel then starts creating highly advanced robots to help it in its gruesome task of exterminating the virus known as man,negative
the original crew of the russian vessel is all but exterminated and then a hapless crew on a tug discovers the derelict ship and tries to salvage it,negative
no more needs to be said as to what happens and where the conflict lies the movie is that predictable,negative
the story is full of very shallow characters that dont do much other than subsist,negative
the captain of the tug played by donald sutherland makes irrational choice after irrational choice leaving the audience wondering as to how he has survived long enough to reach his age looks to be in his 60s,negative
to add to this were shown this motley crew that at times seems to be highly skilled in specific fields and at others seems barely capable of basic tasks,negative
some of the supposed capabilities of the characters leads one to wonder what they are doing on a tug transporting cargo in the middle of the pacific in a typhoon no less,negative
none of the characters seem to work together at all they are always bickering and vying for some form of control,negative
this makes no sense what so ever and only takes away from the story a story that is full of holes and is extremely predictable,negative
all the flaws of the actual story are only helped along by the special effects,negative
the waves that are generated to be part of the typhoon make it look like boat was is small model sitting in a tub and someone is simply creating waves,negative
it looks genuinely fake granted trying to recreate a typhoon or hurricane cannot be easy by any stretch of the imagination but having the storm approach in a style similar to the huge wave of deep impact only ends up looking corny and amateurish,negative
also on the topic of flaws the robotics that the advanced life form creates seem to move extremely slowly why,negative
if this life form that is so advanced as to be able to create these robotics should it not be able to create them move faster,negative
regardless the special effects in this movie in many cases take away from the film rather than add to it,negative
as to the actual casting for the movie finally there is nothing to complain about,negative
the actors were superb but then again it is highly doubtful that chimpanzees would have had difficulty acting the roles,negative
having the cast that was present probably saved this movie from being an absolute catastrophe,negative
watching these actors act this story out made it bearable if barely,negative
the one saving grace of this movie is that it was highly action packed and there always seemed to be something happening,negative
so if you are going into this movie not expecting to see anything grand and are only going to kill some time and watch a mediocre scifi thriller then you wont be too disappointed,negative
as the movie is but the latest in a genre that was originally created by aliens it does little more than try to cash in on that aspect,negative
this movie would be best left for video and even then you might be advised to simply wait for one of the major networks to air it on tv,negative
there is a scene in patch adams in which patch is in the center of a courtroom surrounded by people who are giving him a lively standing ovation because of his strongworded attack on a group of stoic doctors,negative
when i noticed that the audience with whom i saw this film was reacting the same way i realized that i was going to have a hard time finding someone who agrees with me about the quality of the picture,negative
you see patch adams revolted me beyond all boundaries,negative
i hated this movie for every second that i sat watching it and i actively hate it now days later with the simpering superficial nauseatingly sentimental images forever plaguing my memories,negative
i hate every element of the film beginning with tom shadyacs shameless direction and all the way up to the misguided and mishandled themes that the screenplay wants so desperately to convey,negative
the badness of patch adams is stupefying,negative
its confounding,negative
i cant believe a film can be this bad,negative
and yet its based on a real man who probably has a good point to make,negative
in the film patch is played by the undefeatable and indefatigable robin williams in a performance of such insulting pathos and sledgehammer sympathy that i wonder now if he is even human,negative
in the beginning of the film patch commits himself to a mental institution because he doesnt want to kill himself,negative
while there he notices that the doctors dont care about the patients and that the best way to get through to the patients is to treat them like human beings,negative
so patch goes on a crusade to be a great doctor who actually talks to his patients,negative
he goes to medical school where he meets truman daniel london and convinces him that its good to help people,negative
he also meets carin fischer monica potters the antimale med student who just wants to go through the motions and be a successful doctor,negative
naturally the dean of the medical school bob gunton hates patch and wants to thwart his plans even though patch gets the highest scores on all of his exams,negative
so patch decides that hes going to build a free clinic in the middle of nowhere to help people with any problem they may have,negative
and that my friends is the synopsis for what is easily the most abhorrent picture of 1998,negative
on a superficial level the film is not particularly bad i wouldnt say the cinematography bothered me and most of the performances seem to be exactly what shadyac was aiming for i actually liked potters performance even if she is wasted,negative
but the film fails fundamentally in execution,negative
every scene swells with grand emotional music played at maximum volume just to get us all to cry real hard,negative
take for instance the first scene which shows patch sitting on a bus,negative
we dont know patch yet but theres sad music and its supposed to make us really sad that hes sad,negative
later on patch makes a lot of progress he helps a dying patient peter coyote to enjoy the last days of his life and the music as patch is pushing the patient recklessly through the halls of the hospital is very lively,negative
and when that patient finally dies spoiler alert the music is very very sad,negative
but the problem with all of this is that the music should not be the center of the emotions,negative
real drama is characterbased,negative
you grow to like someone and then something bad happens and you feel it,negative
we dont ever grow to know the dying patient hes simply a vehicle for patchs greatness,negative
real drama doesnt seem forced or present just to make the audience cry,negative
thats why patch adams is not real drama,negative
it goes for every cheap tear imaginable wringing tired and overbearing sentimentality out of every scene,negative
even scenes that have very little impact on the overall film are drowning in marc shaimans sickening musical score,negative
sentimentality like this is indeed bad,negative
but its not as bad as halfbaked simplistic themes,negative
you see patch is a really great student,negative
he aces his tests without studying and does it so effectively that people think hes cheating,negative
but patch doesnt think that memorizing facts is the way to become a good doctor,negative
why dont we see patients until the third year he bursts out every three seconds,negative
well patch that might have something to do with the fact that you need to learn something before you go treating patients,negative
not everyone has the capability of memorizing facts with no effort,negative
most of us have to study,negative
and a doctor who really wants to help but doesnt know a toe from a finger probably wont be too successful in preventing death,negative
oh wait i almost forgot the point of doctors is not just to prevent death but to improve the quality of life,negative
yes,negative
that is true,negative
and you can not do that without studying,negative
you can not do that without going to medical school,negative
what patch never seemed to understand was the possibility that maybe just maybe it is a good idea to study first and talk to patients later,negative
follow the rules,negative
bah,negative
who needs the rules,negative
only uptight doctors follow the rules,negative
the real saviors are the ones running around the hospitals with big red spheres on their faces and sporting baggy yellow pants,negative
and then theres the free clinic issue which i find shockingly frighteningly idealistic,negative
a free clinic,negative
in the middle of the forest,negative
where patients can be taken to be helped,negative
for free,negative
how will patients be transported to the free clinic,negative
will it have an emergency room,negative
or is it just for mental patients,negative
and who may i ask will pay for it,negative
the film does give some token attempts to question patchs motives i think another character asks him how hes going to pay for it in addition to a little bit of meaningless blather about hmos and medical insurance but they certainly dont explore or challenge patchs ideas to any meaningful extent,negative
reader please understand this i am not making any kind of judgment on the real patch adams,negative
i know nothing about him,negative
if his beliefs mirror those of this film character then i might like to have an intelligent discussion with him about them,negative
but regardless of what the real patch adams believes the themes put forth in this film are simplistic and phony,negative
and in the last scene the big obligatory courtroom scene that forced my lunch halfway up my esophagus patch does a lot of shouting,negative
actually robin williams does a lot of shouting,negative
he shouts a lot about helping people and a lot of people cry because they are moved by his words,negative
i wont tell you that you cant be moved by his words because i too was moved by his words,negative
i was moved in such a profoundly negative way that i was reminded of how cheap and phony a cinematic experience can be,negative
patch adams is the cheapest of them all,negative
in my opinion a movie reviewers most important task is to offer an explanation for his opinion,negative
but with soul survivors im so full of critical rage that this review is liable to turn into a venomous uncontrollable rant obligations damned,negative
however protocol forces me to do otherwise,negative
soul survivors tells the story of four collegebound friends cassandra melissa sagemiller is sweet and innocent,negative
party girl annabel eliza dushku of bring it on is dating worldweary harvard student matt wes bentley,negative
matt still has feelings for cassie who is now dating sean casey affleck,negative
driving back from a creepy gothic party the quartet gets into a horrific car crash,negative
sean dies leaving cassie crestfallen and guilty made worse because sean saw matt kiss cassie just minutes after sean revealed his love for her,negative
as cassie mopes through her classes she sees the ghost of sean all over the place urging her to follow him,negative
along with being plagued by other ghastly visions cassie is also followed by thugs from that strange party,negative
annabel and matt try calming her down but no one shares casss visions,negative
she has to figure out this purgatory all by herself,negative
rarely have i seen a director so thoroughly mishandle material,negative
in his directorial debut steve carpenter does nothing to provoke the audience into feeling any emotion,negative
when the movies camerawork isnt pedestrian its clich d,negative
carpenters need for closeups his camera following sagemiller from behind drain the movie of any anticipation,negative
we already know what to look for so why should we be surprised,negative
and the sense of scary atmosphere which was recently done so well in the others is nowhere to be found here,negative
carpenters script relies on random twists and turns with a minimum of logic and loads of laziness,negative
this is a movie where the ending features one character providing an explanation about the plot to another character which is one of the lamest screenwriting devices around,negative
the second lamest device of course is the oh it was all a dream resolution,negative
and guess what,negative
this movie has both,negative
not that the main body of the film which has sagemiller constantly running in fear or having a nervous breakdown is anything worthwhile,negative
since theres no captivating dialogue no character chemistry exists anywhere,negative
thats a huge problem since the four main characters are supposed to be couples,negative
carpenter cant even get the smutty scenes right which are becoming more prevalent in pg13 movies like bring it on and get over it,negative
the film was recently recut from an r rating to get more kids in the seats,negative
ed,negative
when sagemiller and dushku dance together at a club he rarely shows them in a full shot and he never keeps the camera on them for longer than a second before relating to some michael baystyle quick cuts,negative
and when sagemiller and dushku take a shower together after getting covered in paint theyre fully clothed,negative
regardless any sexiness in that scene is undercut by its stupidity,negative
why wouldnt they wash the clothes in the sink or in the washing machine,negative
why would they shower in their clothes,negative
what if they werent covered in latex paint,negative
the cast which will see better material in the future would be wise to leave this one off their resumes,negative
i felt sorry for affleck who ive liked in other movies and bentley who was great in american beauty,negative
dushku who possesses an alluring femme fetale quality has got to stop taking roles belonging to rose mcgowan,negative
as for sagemiller star of the aforementioned get over it i want to see her in a movie where she plays a person and not an object for gawking,negative
and im not even getting into luke wilsons role as a priest,negative
at least hes friends with wes anderson,negative
bottom line soul survivors is so awful i feel compelled to knock on doors and warn people about it,negative
the word to describe sharon stone is wonder,negative
not that she is a wonder but rather that i wonder how she can be so inconsistent,negative
she has a dynamic screen presence in basic instinct turns in a surprisingly fine acting job in casino but possesses neither of those here,negative
stone teams up with private school headmasters wife isabelle adjani to kill adjanis thoroughly unlikable husband chazz palminteri,negative
in a comedy of errors and unexpected twists straight out of hitchcock as in homage to read steal from it turns out that someone saw them or hes not dead or maybe,negative
kathy bates turns in a credible if unspectacular performance as an investigative police detective,negative
her character is a bit dull but realistic although her actions at the end are puzzling,negative
adjani is more than satisfactory as the timid beaten spouse driven to desperation,negative
its stone that is a disappointment among the actors,negative
how can she be the epitome of a femme fatale in previous films and come off as a blank in this one,negative
costumed in skintight clothes and looking down her nose at everyone she is someone you would want to avoid because she is boring not enticingly dangerous,negative
even the threat or promise of a lesbian relationship between the conspirators is only half played out,negative
on the positive side there are enough unexpected plot developments to keep your interest alive,negative
that is if you can put up with stones cardboard cutout character and scenes directly lifted from hitchs movies,negative
because im a scientist,negative
thats what we do,negative
dr alexander mccabe bob gunton in response to why he created evil bats,negative
alright folks stop me if youve heard this one genetically altered animals wreak havoc on a town and a small band of locals assisted by a specialist in the particular animals field must team up to stop the mutant creatures before they can multiply and spread across the earth,negative
oh yeah the military is on their way to bomb the town as well so they are running short on time,negative
sound familiar,negative
such is the plot of the destination films release of bats,negative
dina meyer stars as the bat specialist sheila who is pulled from her research along with her annoying sidekick played with irritating deftness by leon in order to help a small texas town figure out why some local citizens and animals have been chewed to death recently,negative
with the help of the local sheriff lou diamond phillips a cdc official carlos jacott and a scientist bob gunton sheila discovers it is indeed bats who have been genetically altered by guntons character to be more aggressive and omnivorous in order to be used as a military weapon,negative
i have to say here that i knew exactly what i was getting into going into this film,negative
theres not a frame of promotional footage i have seen for the film that would have led me to believe it was going to be any good,negative
in this respect the film never disappointed me,negative
this film reaches a level that transcends the so bad its good level and borders on the downright insane,negative
the effects are awful the script is contrived and for most of the feature i was laughing at things that were supposed to be taken seriously i think,negative
i challenge anyone to sit through the scene where a bat stalks a baby in a crib while another bat terrorizes a patron eating at a diner with a straight face,negative
thankfully the performances are as good as they can be considering the material the actors had to perform with,negative
dina meyer has always been the highlight of any of the films she has been in johnny mnemonic dragonheart and starship troopers,negative
the latter being the only film out of that batch with any actual merit and this one is no exception,negative
while one never really gets the impression that meyers character could be a bat expert in reality one never really cares to doubt it either,negative
she gives as good a performance as could be expected plus shes nice to look at for an hour and a half,negative
lou diamond phillips is also serviceable here as the small town sheriff turned eventual hero,negative
although when we first meet his character he knows bats are the reason for whats going on in town for some reason later on he suddenly becomes amazed to learn that the actual cause of the deaths in town are because of bats,negative
the only bad performance in the film is that of leons,negative
he is relegated to the im not sticking around here,negative
character and proceeds to repeat variations of that line for the majority of the film even though he stays,negative
anyone who cant immediately tell that bob gunton the bad guy in patch adams and countless other films is going to eventually turn on the gang and side with his creations before his eminent death will probably be surprised but i highly doubt it,negative
even if he hadnt been the villain in just about every film hes ever been in so many obvious hints are given to indicate the devious act that it holds no shock whatsoever,negative
in fact his death is welcome because it finally starts moving the plot towards the finale,negative
if the plot doesnt sound ridiculous to you yet then check out these little tidbits a multitude of bats inexplicably disperses when a police officer cocks his pistol,negative
an entire town disregards the sheriff and doctors orders to stay indoors after a curfew is instigated causing mass hysteria when the bats come out in full force killing several townsfolk,negative
a government official blows off shelias instructions to wait until dawn to install a cooling unit in the bats cave that will kill all of them off by pulling a night job resulting in the death of an entire military unit,negative
a cavern full of bat feces never ignites when a phosphorus flare is lit right in the middle of it,negative
finally to top it all off this little texas town is showing nosferatu in its single screen theater for reference our town has over a million people in it with nearly 150 movie screens and were lucky to even get kevin smiths dogma,negative
the most laughable part of the movie though comes from the illconceived bat puppets,negative
while the actual bat attack scenes are shot with rapid fire editing making the scenes nearly impossible to comprehend whats going on the scenes where a bat is called upon to interact with a live actor are usually shot more lowkey,negative
therefore we the audience get loving closeups of the most unrealistic rubbery bat puppets ever committed to film,negative
being able to see the puppeteers arms would be the only things that could have made these creations worse,negative
after all of this if you still decide bats might be the movie for you dont say you havent been warned,negative
trust me when i say that its a lot more fun to trash than it is to sit through,negative
i just wish that dina meyer would be cast in more roles or at least choose better films to appear in,negative
shes definitely a talent that is going to waste in films like these,negative
the happy bastards quick movie review,negative
damn that y2k bug,negative
its got a head start in this movie starring jamie lee curtis and another baldwin brother william this time in a story regarding a crew of a tugboat that comes across a deserted russian tech ship that has a strangeness to it when they kick the power back on,negative
little do they know the power within,negative
going for the gore and bringing on a few action sequences here and there virus still feels very empty like a movie going for all flash and no substance,negative
we dont know why the crew was really out in the middle of nowhere we dont know the origin of what took over the ship just that a big pink flashy thing hit the mir and of course we dont know why donald sutherland is stumbling around drunkenly throughout,negative
here its just hey lets chase these people around with some robots,negative
the acting is below average even from the likes of curtis,negative
youre more likely to get a kick out of her work in halloween h20,negative
sutherland is wasted and baldwin well hes acting like a baldwin of course,negative
the real star here are stan winstons robot design some schnazzy cgi and the occasional good gore shot like picking into someones brain,negative
so if robots and body parts really turn you on heres your movie,negative
otherwise its pretty much a sunken ship of a movie,negative
paul verhoeven the dutch auteur who dragged his violent sexually aggressive aesthetic into american film has never been what id consider a thoughtful director though some of his films notably starship troopers have been lauded as artistic achievements but he is the kind of hollywood film maker whos managed to no matter what the budget make his films distinctive and even sometimes smuggle stimulating themes into the lavish high concepts on which he toils,negative
starship troopers was essentially a bmonster movie remake of his enthralling dutch war film soldier of orange a great film thats nearly impossible to find on video yet showgirls is everywhere in which he cast a troop of stunningly attractive mannequins the square jawed casper van dien and denise richards who may actually be 45 silicone in what feels like an american propaganda picture set to monotonous scenes of graphic carnage,negative
its not a completely successful film but as a failure its certainly an interesting and mostly entertaining one,negative
my favorite verhoeven films were the ones he made before he hit our shores spetters a dark near pornographic coming of age film set within the subculture of drag racing and the aforementioned soldier of orange havent yet gotten around to seeing the 4th man or turkish delight,negative
i believe his best hollywood film to be robocop a bleak superhero satire with a robotic hero thats as touching as schwarzeneggers in t2,negative
that movie was violent but not in the overdone cartoonish manner of more recent verhoeven pics,negative
its violence seemed to be there for a purpose namely to create an atmosphere of unpredictable dread not to simply titillate an attention deprived audience,negative
theres a jawdropping scene within the first ten minutes of robocop wherein the lead villain toys with a cop before snuffing him,negative
he tortures the officer by taking glee in his victims every fearful tic,negative
its a startling moment of barbaric maddening violence that effectively sets the tone for the film that could be designated as splatter punknoir,negative
in hollow man kevin bacon brutally slays a dog because it just wont shut up he impales a coworker drowns another and so on,negative
but why,negative
his character is introduced as a smug genius the kind whos always impeccably dressed and races a sports car while generic rock tunes blare from his stereo for the world to hear sort of like a scheming uber villain from dallas or melrose place though once the character becomes invisible this film has him pull a 180 shift into a psychotic movie monster,negative
the kind who just wont die,negative
hollow mans protagonists are the completely bland but beautiful scientist linda elizabeth shue acting as if she were rebecca of sunnybrook farm and her lover a hunk of beef scientist played by josh brolin whos saddled with the films worst lines ive lost cohesion again,negative
theyre a typical aaron spelling couple goodlooking but as vacant as george w bushs republican national convention speech i e,negative
bush referring to clinton so much promise but to what end,negative
to what end,negative
this actually got applause,negative
suddenly warren beatty doesnt look so absurd,negative
the rest of the films characters are all well past thirty though act like annoying high school party animals insulting one and other with a series of strained oneliners is it just me or have labored insults become big budget hollywoods new character developing technique,negative
ahh what a cynical time we live in,negative
as the picture opens we meet cain kevin bacon an egocentric scientist working with the crew of aforementioned irritating scientists on a top secret so top secret the government has only provided them with a dilapidated warehouse in which to perform their extensive experimentations project with the goal to make invisibility a possibility for what purpose is never hinted at,negative
theyve performed several experiments on animals and have nearly solved the quandary causing caine in a twist worthy of the films 1950s late show origins to impulsively experiment on himself,negative
caine neglects to let the pentagon in on his plans and somehow gets two of his coworkers to lie for him so the rest of the crew will think the pentagon gave the go ahead,negative
our mad scientist is turned invisible after several fxheavy complications then he inexplicably its hinted that the process of invisibility has made the animals into more savage creatures but this is never explored and if that was the case why the hell would anyone be stupid enough to test this out on a human,negative
begins raping assaulting and murdering anyone he pleases always with a lame wisecrack ready a la freddy krueger,negative
it grows abundantly clear with each new release that its verhoevens films that have become hollow,negative
like the rest this one is cold heartless and full of contempt for humanity but in addition to all that it lacks any trace of wit insight and makes no statement other than audiences will pay for anything these days,negative
its an affront to anyone looking for something stimulating on an intellectual level or even those hoping to spend a saturday night with a fun thrillaminute ride,negative
verhoeven has instead served up an utterly routine mad slasher flick with nobody to root for and no reason to care,negative
the previews make hollow man look like an irresistible flick,negative
how can one not have a good time at a film that utilizes state of the art fx to illustrate an invisible man getting down and dirty with his bad self,negative
a couple weeks ago after seeing the trailer a bunch of friends and i got into a long discussion of how invisible man flicks never go so far as to have the invisible individual indulging in their newfound ability,negative
hollow man looked like the first film to do so and whoa in a serious manner to boot,negative
but oh yeah it is directed by paul verhoven not atom egoyan or peter greenway,negative
verhoeven delivers the sleazy goods but not in a watchable or thrillingly disturbing manner here it just feels icky and uncomfortable,negative
the director keeps his camera trained at his nubile actresses caressing their breasts with his lens all while fauxpsycho music strains in the background,negative
its plainly obvious that verhoeven isnt exploring voyeurism like in the classic peeping tom but exploiting it and not even doing that very well,negative
its funny that with all the technology 90 million can get you verhoven is stuck at trying to figure out how to show a womans naked breast manipulated by an invisible hand,negative
most vexing is that the invisibility aspect is used simply as gimmick in yet another slasher movie wherein characters do stupid things just so the villain can pop up for more attacks,negative
in fact its largely irrelevant that bacon is invisible since by the end most of his potential victims don inferred glasses that track his body heat,negative
as in every mad slasher film we get the killers pov a scene where he spies on his neighbor while she undresses triggered unpleasant memories of slumber party massacre and lots of scenes where people are unknowingly stalked,negative
the film only provides one moment that i found genuinely creepy,negative
it happens when a lab assistant kim dickens who looks like she stepped out of playboy in the middle of a chit chat with an invisible bacon suddenly pauses,negative
are you looking at me she queries obviously haunted,negative
its a little moment in a big film with nothing to offer but ground breaking special effects set to a plot that should have run its course by 1982 the apex of the mad slasher craze,negative
those special effects are so stunning they alone keep this from being as bad as urban legend or i still know what you did last summer,negative
and theyre the only reason to check out hollow man preferably as a midweek bargain rental,negative
youve been warned,negative
but you probably wont listen will you,negative
tis a pity,negative
the yettobereleased krippendorfs tribe is being marketed as a family comedy but buyer beware,negative
this movie cant make up its mind,negative
is it a family comedy with vulgar references to both the male and female bodies menstruation circumcision and sex that would make any parents squirm at the thought of having their child next to them,negative
or is it an adult comedy approached with such immaturity that only adolescents will appreciate the effort,negative
either way unbalanced is the word to stamp on this hit and miss and miss and miss effort,negative
the premise is catchy widowed anthropology professor james krippendorf richard dreyfuss has spent the past two years getting over the death of his wife neglecting key research and squandering grant money on personal living expenses,negative
now its time to show what hes achieved in those two years and he has absolutely nothing to show for it,negative
with a fabricated tale of studying a previously undiscovered tribe in new guinea krippendorf petitions for new funds while hiding the fact that the previous 100 000 grant was spent on trips to mcdonalds,negative
but when his discovery becomes the latest craze among colleagues the professor finds he must do more than talk about the tribe he must create it,negative
with the aid of his three children the headstrong teen shelly natasha lyonne of everyone says i love you the slightly younger mickey gregory smith and the nineyearold edmund carl michael lindner the shelmikedmu tribe named from the first half of each childs name is born and videos quickly produced in krippendorfs backyard are passed off as stunning documentary footage of the newly found new guinea tribe,negative
despite the professors wishes the buzz surrounding his discovery only grows due in greatest part to veronica micelli jenna elfman an overly vivacious and voluptuous anthropologist who barges her way into the discovery and basically deems herself krippendorfs main assistant,negative
hungry for recognition micelli sets up interviews lectures etc in an effort to make this the biggest sociological event in history a sure fire way to go down in the history books,negative
krippendorf on the other hand is seeing himself go down a jail cell corridor not in history books and with each new lecture he must come up with something impressive to unleash about the tribe mating habits domestic structure etc thru fumbling improvisation and often some quick thinking from his oldest son krippendorf makes it thru each new lecture but only creates more and more interest in the highly unique tribe,negative
on the opposing end is krippendorfs arch rival ruth allen lily tomlin an arrogant professor whose jealousy drives her on a mission to disprove the existance of the nonexistent tribe,negative
its a cute idea and approached with a more subtle and mature style krippendorfs tribe couldve been a real winner,negative
sadly the mostlymisfired toilet humor overly comical musical score by bruce broughton and sugar coated sentiments all the key ingredients of a family comedy just arent the right tone for this film,negative
cut that crap out add some razor sharp dialogue and witty sociological perceptions and youve got a good start,negative
at the state its in now youve got something along the lines of medicine man meets mrs,negative
doubtfire meets dumb dumber and thats not a concoction anyone should be overly anxious to try,negative
the overall product here is a highly forgettable cup of average with a few laughoutloud moments and a great big gap in between them,negative
most of the characters are surprisingly twodimensional and the only one who seems to exhibit any real acting effort lyonne seems to go greatly unappreciated,negative
director todd holland has gone about making this film in all the wrong ways,negative
its stuck in limbo between disney family fare jungle 2 jungle and potentially hilarious adult comedy a fish called wanda,negative
its this unbalanced structure that really knocks it down a grade and its a brutal drop,negative
a strong warning to parents forget the impression given by advertisements do you want to take your kids to a film that has a woman asking a man if he finds her attractive merely because shes holding his penis,negative
yes its put that bluntly,negative
just be warned this is merely one example of the many shocking subjects to be brought up in the film and others might not be as tame,negative
capsule the much anticipated readaptation of the pierre boulle novel comes to the screen as a dark and a little dreary film with lots of chases and fighting but very little intelligence,negative
visually there is much to like about this version but the approach is to take an adventure after the style of gullivers travels and treat it as an action film,negative
that makes it a film without much center,negative
0 4 to 4,negative
pierre boulle author of the bridge on the river kwai wrote planet of the apes a k a monkey planet the novel as a social satire,negative
it reads a lot like a fifth book of gullivers travels,negative
humans discover a planet in which the roles of apes and humans have been reversed not unlike the roles of horses and humans on jonathan swifts island of the houyhnhnms,negative
the novel moves somewhat slowly to create some suspense in revealing all the things most film fans know to be true about the nature of the planet,negative
it seems to me there is also a statement about human cruelty to animals but perhaps i was just looking for that,negative
when rod serling adapted the novel into a film released in 1968 he added a number of serling touches familiar from episodes of the twilight zone and changed the ending to make it more serlingish,negative
the final irony of the original version has become film history,negative
without it there could never have been a planet of the apes film series,negative
i can surmise only that serling ran into serious script problems in how to handle the tricky question of language,negative
in the book the apes had their own language and the human eventually learned that language,negative
that could have been done in the film but that would have required the entire film to be subtitled for the nonapespeaking,negative
serling avoided this by having the apes speak english and of course there is some justification for that by the end of the film,negative
justifying why the apes spoke english may have even been the inspiration for his surprise ending,negative
but serling never tackles the allimportant question of why a supposedly intelligent human never shows any curiosity or even surprise that the apes speak his own language a language they had no opportunity to ever hear,negative
few viewers questioned this serious plot hole however and the film has become well respected in cinema history,negative
partial credit at least should go to jerry goldsmith whose extremely inventive score is one of goldsmiths best if not his best,negative
when the films success called for sequels the filmmakers turned up the violence and they added wellintentioned though not very subtle political messages about what was happening in the united states of the 1960s and 1970s,negative
while the first film had a little shooting of guns and what was there seemed a little half hearted by the second film beneath the planet of the apes there was a good deal more violence and from that point on the series had a lot of violence and chases,negative
the series concluded with battle for the planet of the apes in 1973,negative
now director tim burton tries his hand at adapting the original book again,negative
for those who thought that the 1968 version was not very faithful to the book burtons new version is even less faithful,negative
first he does not really reverse the roles of the humans and the apes,negative
he has them both be intelligent articulate races battling for a dominance of the planet currently in the hands uh make that paws of the apes,negative
that could be a good story too but it is not planet of the apes,negative
as with the mission impossible films and so many other cinematic homages to the third quarter of the last century the title makes promises that the filmmakers have no intention of honoring,negative
in 2029 leo davidson mark wahlberg not this worlds most expressive actor works on a space station increasing the intelligence and usefulness of apes,negative
then a convenient time storm sweeps him up wizardofozfashion and drops him on an alien planet,negative
yes he survives this storm but then no storm is perfect,negative
he quickly finds not greatly to any surprise he shows that on this planet apes rule and humans drool but everybody talks,negative
and the language they talk is earth english,negative
apparently it does not even occur to leo that there is a mystery that needs to be explained about that,negative
the fact it does not occur to leo and apparently didnt occur to tim burton either is the heart of the real horror of this film,negative
both just assumed that if apes were going to talk the language they would speak would be english,negative
in any case having one talking race dominating another makes this not a look at humananimal relationships and more one of the masterslave relationships,negative
outside of sudan and a few other countries this is a less relevant topic,negative
leo is captured to be used as a slave but also is discovered by ari played by helena bonham carter,negative
ari is an attractive ape with close ties to high political power,negative
she is bent on making the world a better place,negative
perhaps in a previous draft of the script she was called hilari,negative
in any case with makeup that stifles her usual pout carter is just about as attractive as she has ever been in a film,negative
she may want to consider this to become her standard look from this point forward,negative
it is not long before leo escapes with some human and only a couple of sympathetic apes,negative
this is a further abandonment of the source material,negative
the chase severely limits the interplay of ape and human and the examination of eachs place in this reversed society each important in the book,negative
we cannot see how the society works because most of the screentime society has broken down,negative
we see the humans either separated from the apes or fighting them,negative
burton chooses visceral thrills over cerebral ones at almost every turn,negative
this is a miscalculation as characters so lacking in empathy value are difficult ones to place much emotional investment in,negative
they are basically chess pieces and the viewer has little reason to root for them to win,negative
the 1968 script had little subtlety with lines like i never met an ape i didnt like but at least we cared for what happened to taylor the main character,negative
most of what this film has to offer is in the visuals,negative
the visual work is spotty but generally nicely done except that so much of the film takes place in the night or in fog,negative
this tends to limit close looks at the makeup,negative
in general it seems much improved from 1968,negative
the makeup team is led by rick baker instead of john chambers who did it for the 1968 version,negative
in 1968 chambers makeup was a jawdropper,negative
it was realistic enough to almost be believable but flexible enough to show emotion,negative
chambers is good but if anyone had a chance to best him it would have to be baker,negative
today audiences have higher expectations bakers visualization is really an improvement,negative
these visuals work nicely,negative
what does not work is the wire assisted leaps some of the apes make,negative
they look like they were inspired by the physics defying leaps of crouching tiger hidden dragon,negative
apes spring incredible distances,negative
