text,sentiment
the deer hunter directed by michael cimino is truly one of the greatest movies ever made,positive
a captivating drama about the lives of a group of friends from a small russianamerican pennsylvania community the deer hunter promises to be one of those movies that you will never forget,positive
in this academy award winner for best picture of 1978 outstanding performances are turned in by all actors and ciminos brilliant directing provides the perfect vision into the characters lives,positive
the first act of the film provides us with an inside look into the lives of a group of men from a small community who work and hang out together,positive
michael portrayed perfectly by robert de niro is shown early on as the natural leader of the group,positive
after a days work the men leave their jobs at a factory to head down to the local bar where john george dzundza works,positive
three of the men michael steven john savage and nick christopher walken will be leaving shortly for vietnam but not before steven gets married,positive
after the marriage the group including axel chuck aspegren spend one last day on a hunting trip one of their favorite pasttimes,positive
this sequence of events enables us to view the lifestyle of a normal group of men who will be suddenly and permanently affected by the ravages and separations of war,positive
the wedding scenes although criticized by many as being quite long actually enhance even more the purpose of the first act,positive
the outstanding performances by de niro walken streep savage and cazale who died very shortly after the filming of the movie was completed really begin to shine through and promise not to halt in the near future,positive
the second act of the movie begins with the trio of men on the front lines in vietnam stationed in a south vietnamese village being attacked by the viet cong,positive
the men are eventually captured and held in a floating prison on a river,positive
this prison run by the v c,positive
initiates the horrifying scenes in the movie where the prisoners are forced to play russian roulette against each other,positive
steven who is emotionally marred by this turn of events is secluded in a tiger cage with water up to his face when he refuses to participate,positive
michael shows his leadership again by convincing nick that the only way that steven will survive is if the two friends play against each other and moreover they must play with 3 bullets in the gun,positive
personally i felt that de niros absolutely gripping portrayal really was displayed in a brilliant way in these and the following scenes,positive
the men are eventually able to escape but are separated,positive
michael is able to get steven who ends up losing his legs to medical care while nick finds his way to saigon and a u s army hospital,positive
michael returns home and does not feel at all like a hero,positive
he wants to avoid the celebrations and recognition that his friends would like to bestow upon him,positive
he assumes that nick is still lost in vietnam,positive
the third act concentrates more on walkens character who eventually stumbles upon a small gambling operation where the game is again russian roulette,positive
only in this game you play for money,positive
michael has learned that nick is possibly still alive and returns to saigon to attempt to find him,positive
the two narrowly find each other at the russian roulette games but do not link up until michael discovers nick participating in the games and tries to bring him home,positive
a very emotional and for many a very disturbing movie the deer hunter is a truly magnificent movie that should not be missed,positive
the greatest performances possible are turned in by all actors and ciminos directing which is considered to be at his alltime best in this film is equally dazzling,positive
do not miss this film it will captivate and astound you,positive
note some may consider portions of the following text to be spoilers,positive
be forewarned,positive
james tobacks return to directing after a eightyear layoff two girls and a guy is a film which is comprised more or less of just that one guy blake robert downey jr two girls carla heather graham and lou natasha gregson wagner one primary setting blakes absurdly spacious bachelor apartment and a great deal of dialogue,positive
embracing a near realtime approach this is a highly theatrical feature that completely hangs upon the performances of its three actors and the quality of the dialogue written by mr toback for his bantering characters,positive
fortunately the films cast is up to the challenge and the wordy exchanges between the triad of characters while admittedly variable are occasionally wickedly amusing,positive
the films setup is fairly generic in nature and opens rather unpromisingly,positive
we meet selfpossessed blonde carla and feisty brunette lou both waiting outside a soho loft,positive
as they engage in idle chatter it is revealed that theyre both waiting for their respective boyfriends to return from the airport and it doesnt take long for them to come to the realisation that theyre being twotimed by the same guy,positive
more indignant with him than catty with each other the duo break into blakes loft and await his arrival for a confrontation,positive
its when blake returns to his abode where the film hits its stride,positive
played with magnificent bombast by mr downey jr blake is a cad all right but a captivatingly dynamic blusterous and stealthy piece of work that bursts onto the scene and raises the stakes to new heights,positive
its fascinating to watch this character in his natural habitat and perhaps the films best choice was to have his two girlfriends scamper off into hiding upon his return allowing us to size up blake not with his interactions with others but by his own innate behaviour,positive
whether hes flamboyantly behind his piano in a rollicking rendition of vivaldi or on the phone leaving messages to his beloveds carla lou and his unseen sickly mother its never less than wildly entertaining and insightful,positive
though at this point i almost hoped the film would transform into a oneman show a typical afternoon in the life of blake if you will carla and then lou reveal themselves and the sparks begin to fly,positive
one of the great touches in the film is how blake when startled by carlas unannounced appearance begins to both verbally and physically backpedal even before he realizes that the cats out of the bag,positive
doubleteamed by the understandably aggrieved women who are more smirkingly inquisitive than ferociously vengeful they want a justification for his ongoing hypocrisy an increasinglyflustered blake weakly defends himself with apologetic and even selfrighteous declarations against their verbal jabs,positive
surprisingly delightful in the waltz of scathing witty banter shared by its trio of characters two girls and a guy concludes its first sequence with an unexpected apoplectic act of such outrageous audacity that it seemed nothing was offlimits for this film,positive
however itd be unfeasible to attempt to string along carla and lous outrage to full featurelength and its as the movie gradually transforms into the sharing of exploratory profundities on the nature of fidelity and relationships that it slowly but surely begins to unravel,positive
the dialogue becomes less and less engaging and clever the films tempo loses its liveliness the dynamic between the characters evolves in unconvincing fashion and several sequences fall flat,positive
subtle and notquitesubtle allusions are made a poster of jules et jim hangs prominently on the wall and secrets are revealed which barrel the film toward an uncompelling weepy finale,positive
one key turning point in the film is the kinky sex scene between blake and carla,positive
two girls and a guy was embroiled in a bitter longrunning dispute with the mpaa with regards to this scene contractuallyobligated to deliver an rrated film mr toback was forced to resubmit fourteen scaleddown versions of the steamy interlude before the mpaa withdrew their nc17 rating in favour of an r and while admittedly titillating the net effect of the vignette on the films thematic narrative is rather dubious,positive
if anything two girls and a guy serves as a showcase for the phenomenal talents of mr downey jr whose versatility is put to the test in this film,positive
he plays the gamut from indignant to humbled from selfassured to disconcerted yet his acting gears shift so smoothly as to not be registered,positive
its a wonderful performance in a role customtailored for him mr toback wrote the screenplay in four days shortly after mr downey jr was arrested on drug charges and its hard not to see echoes of reality seeping into his character in a monologue to his mirrored reflection blakes selfchiding to get his shit together is disquieting in its resonance,positive
while mr downey jr s showstopping performance is undoubtedly the primary strength of the film both actresses are solid in more broadlyobserved roles,positive
ms graham is quickly becoming one of americas more daring actresses involving herself in three successive risky projects two girls and a guy and boogie nights are both quite sexually frank while lost in space has a screenplay penned by akiva goldsman,positive
shes quite appealing here playing a character at once both dainty and sultry,positive
meanwhile ms gregson wagner initially portrays lou with such an unwarranted spunk that audiences are likely to find it either annoying or like me endearing,positive
she tones it down substantially as the film progresses but i found her more fun to watch as the artificially excitable chatterbox,positive
the film was reportedly shot in eleven days filmed mostly in sequence and the resultant artifacts of this rapid shoot are evident throughout,positive
two girls and a guy has an agile spontaneous sort of feel and one senses that mr toback encouraged a good deal of improvisation from his three actors,positive
while the film could be transposed directly to the stage more or less intact it doesnt feel constricted the expansive apartment setting is wellused to vary the background and mr toback allows his camera to wander and linger on his characters in an effective manner,positive
two girls and a guy falls short of its potential but thanks to some stellar work by mr downey jr its still often an enjoyable bitingly funny romp particularly as we watch the surprisinglyresilient blake evasively try to rationalize his behaviour and even turn the tables on his girlfriends,positive
im an actor he tells them at one point using the ol triedandtested occupationalhazard defense,positive
actors lie,positive
but not they all seem to agree denzel washington,positive
as african american detective vergil tibbs questions a suspected white murderer inside a jail cell there is a wonderful eyecatching shot which instantaneously presents the main message of the entire film,positive
the shot has tibbs face completely covered by the shadows of the prison bars,positive
to see these bars blocking his face we see how separated tibbs is from the rest of the characters in the film,positive
as a black detective conducting an investigation in a southern town full of violent white bigots no matter how innocent tibbs is he is still seen by these bigots as a threat simply because of the color of his skin,positive
the bars show that tibbs has not been given a fair chance to show exactly who he is instead others have chosen him as different and dangerous,positive
this one shot amazes me because it captures a whole theme in a matter of seconds,positive
it perhaps may be the most powerful image i have seen in a film,positive
in the heat of the night was the first and the best of the three films norman jewison directed concerning racism in america,positive
jewison has a very keen style of displaying various cases of racism as he is neither pedantic nor overly sentimental,positive
in these three films he does an excellent job creating very detailed equal analyses of characters from the abused to the abusers,positive
he is also not afraid to tell the absolute truth about how corrupt society was in the past and is in the present,positive
preceding the very original a soldiers story and the recently released the hurricane in the heat of the night contains some classic lines and some very memorable characters,positive
the film which won best picture in 1967 focuses on vergil tibbs played superbly by sidney poitier as a fearless african american police officer from philadelphia who refuses to give up on an investigation in a white town where is he not wanted,positive
tibbs is a man who rarely loses his temper and that is worth mentioning because he is constantly facing abuse from those around him,positive
as a hero who is not afraid to face off against five men with chains tibbs is the perfect protagonist,positive
poitier also gives an excellent noteworthy voice to his character,positive
never nervous and always commanding his speech patterns are very manipulative as they range from stentorian to soothing,positive
however unlike the hurricane where denzel washington dominated over the rest of the cast poitier shares the spotlight with rod steiger who won best actor for his excellent performance,positive
as a sheriff who helps tibbs and warns him of the dangers around him steiger shows a great amount of skill in his role,positive
he starts off as racist and blind as the other townspeople,positive
he would refer to tibbs as boy and would always suspiciously keep an eye on him,positive
as the film progresses though there is a very gradual change in the sheriff,positive
he begins to see the hardships tibbs faces and he sees the foolishness of his own neighbors,positive
what i really enjoyed about steigers character was that he did not completely abandon his friends or connect with tibbs at the end of the film,positive
he still could not refer to tibbs as mister tibbs or officer tibbs but rather settled for virgil,positive
instead it was apparent that he was eventually going to see the world differently in the future,positive
most movies would have a character reversing all of his beliefs and influences in a matter of minutes,positive
this action would not have been realistic at all since it is nearly impossible for someone to believe something one day and believe something else the next day,positive
jewisons determination to make this film as realistic as possible is very obvious here and also very appropriate,positive
in the heat of the night shows the difference between the north and the south or a major city and a small town in the united states during the 1960s,positive
it displays this perfectly,positive
however the actual investigation although it is not the main focus of the film lacks interest,positive
it seemed rushed especially towards the end as if jewison had given his message about racism and did not feel like giving a credible explanation involving the murder victim,positive
there were way too many characters added during the last fifteen minutes and some of the scenes during this time period were inane police officer sam being a suspect was not needed,positive
also it is given that tibbs is a vigilant homicide detective who is the best at what he does but some of his discoveries came out of nowhere and how he found out some of the important case details towards the end were never answered,positive
the rushed ending was the only mistake of this otherwise memorable jewison classic,positive
a congratulations has to be given to actor scott wilson,positive
he managed to be in the two best movies of 1967 in the heat of the night and the even better in cold blood,positive
it may seem weird to begin a film about glam rock with a sequence that includes a spaceship a green ovular pin and the birth of oscar wilde but if one really strains they can see that perhaps maybe these connections are not half off,positive
wildes philosophy was that everyone should be true to their own human nature and the result of his following this philosophy was that he was imprisoned loosing his family and his career,positive
the glam rock movement in the early 70s in england had a similar take and came to a similar demise,positive
the main difference was by placing makeup on their face and acting out on their deepest fantasies and inquiries about life mostly dealing with androgony and sexuality they became less and less like themselves and more and more like everyone else,positive
and thats why the movement seemed to end as soon as it began,positive
its been said that todd haynes velvet goldmine the film that chronicles what it was like to be a part of the movement not only from those who experienced it but by those who created it steals a lot from citizen kane and thats true,positive
in the film a british journalist in the 80s arthur stuart christian bale is asked to go back and find out what happened to 70s glam rock star brian slade a fictitious rock star who faked his own death on stage bringing the end not only to his career but to the entire glam rock movement,positive
structurewise this totally steals from kane not only from the setup he interviews three people and the story is a result of their flashbacks but in other things like the beginning death then newsreel and smaller details like the bitter exfriend in a wheelchair and the bitter exwife as a washedup lounge singer found in a bar after hours,positive
this is no kane and it really doesnt aspire to be it doesnt attempt to be the deep outlook of something gone like kane did and it doesnt really uncover anything poignant about humanity,positive
instead it uses the flashbacks as a form of contrast between the magic that was the glam rock era and the boredom that was life after glam rock for those who were participants,positive
the 80s scenes are dry and deliriously melancholy equipped with a performance by bale that is perhaps appropriately dull and unengaging,positive
but the 70s scenes are engaging though not to mention addictively campy,positive
they radiate with gorgeous cinematography that nicely accentuates all the vibrant colors of the era and a feel thats so eerily lighthearted that when combined with the thenfootage they become not only a symbol of decadence but of times when everything seemed so simple,positive
instead of creating the world the way it was haynes paints their own world as if it were a narcotic fairy tale the glam rock movement was full of so much freedom and liberation that after youve experienced it everything else seems so mundane,positive
theres no outside world to speak of secluding these people inside a protective globe that will eventually crack,positive
haynes focuses his story on the tale of blade and the other fictitious rock hero curt wild and their relationship that created molded and then brought down the movement reducing everyone else who contributed to it as merely that contributors,positive
blade played with reserve by the pouty jonathan rhys meyers and wild played with anarchic wildness by ewan mcgregor are little more than thinly disguised recreations of david bowie and iggy pop respectively complete with the creation of a ziggy stardust persona named maxwell demon and the confirmation that the two rock stars may have very well not only have been onetime partners in music but also partners in bed,positive
through discussions with slades exmanager cecil michael feast exwife mandy toni collette reinventing herself as an american blonde dish who fakes a british accent when with slade and finally expartner wild journalist stuart begins to remember his own experiences in the era like his discovery of his rebelliousness cum conformity including the moment when he began questioning his own sexuality when he opens up his first slade record he finds a naked and green slade lying on a crimson blanket and finally running away from home to be part of the london scene finally resulting in leading a boring job in america,positive
haynes demonstrates that hes quite the visual auteur molding scenes that are like long heald breaths such as a seemingly long sequence juxtaposing a concert of them performing a brian eno cover babys on fire with scenes from a decadent drug party and the films most wowinspiring sequence the first concert scene of wild with his band the ratttz where mcgregor lets loose so much anarchic steam that his wild iggyesuqe movements including stripping naked and screams that the film captures that perfect moment when one discovers a major talent and another slade discovers his idle,positive
even the brief music videos spoofs of bowies have a rare visual flair thats pure camp and which would cause ken russell to drool,positive
the best sequence though may be the beginning following the prelude a sequence which acts as the middle ground for both the actual being of the movement and the postmovement era,positive
in it stuart and his mates are going to the infamous slade concert where he fakes his own death where he kills off his alter ego maxwell demon in what appears to be a real assasination which brought about the end of the era in one swift fake bullet,positive
with brian enos famous needle in the camels eye playing in the background the scene has a detached exhileration the song doesnt seem to be played in quite the same way the other songs are,positive
it has a distance thats hard to put a finger on and it seems to represent that all this is coming to a quick and sad ending and when one sees slade in the dressing room before the show docked in a silver frock with wings and blue hair depressingly staring into the mirror it comes off as a nonetooobvious prophecy of the finale in the beginning of the film,positive
this movies not so much about plot but more about the way it is presented making this one of those films which is classified as being style over substance a statement which prompts many critics to line up for attack,positive
however for the most part the engaging part of this film is not the story but rather the way in which haynes creates this world by using his sets costumes cinematography and especially the music to play as characters in his film,positive
the music is especially notable,positive
the soundtrack which is wall to wall consists of old school glam rock tunes by the likes of brian eno trex and roxy music as well as covers by slades band with vocals by thom yorke and occasionally rhys meyers himself and even newer music by shudder to think that sounds uncannily bowielike,positive
the cast is rather impressive but no one really walks away with the film and no performances are extremely good,positive
although eddie izzard as slades manager who challenges slades first manager to an armwrestling match to see who gets control of his career and michael feast as the first and tragic manager come off greatly and collette and mcgregor have their moments rhys meyers and bale are noticably subpar neither putting a lot of effort into their respective roles,positive
some of it is at fault with the actual construction of the film by haynes,positive
rhys meyers brian slade remains merely a metaphor for the glam rock era dying when he turned into a retrogarbo resorting to a life of salingerism and found in the mid70s to be lying around sniffing coke off the ass of a party girl,positive
in fact no one in this film is really seen as a person rather than just as a symbol or composite of a type who thrived during the era,positive
bales character is an especially tough sell bitter and depressed by flashbacks to his young adulthood hes not an extremely personal character and his cliched experiences being hounded by the record store guys for buying a record put out by a poof never help us communicate with him,positive
nevertheless rhys meyers and mcgregor have the excuses that their characters are not really characters but rather the results of an era that has left them and others bitter part of which helps the film work since this is a major piece of eye candy,positive
at the prime of the movie they at least look the role of fashionable leaders slade with his perpetuallychanging androgonys persona and wild with his topless and unpredictable image which clash and fuse into an unstable union,positive
their story of how slade was so influenced by wild that he adapted it into a similar whocares attitude crossed with camp is engaging without the personal background,positive
the story of stuart though is a tougher sell because hes the everyman and when you cant totally identify with the everyman your storys in slight trouble,positive
as a cultural rock piece velvet goldmine is rather good but it is merely good,positive
it never totally takes off although it has moments where it absolutely flies but then comes back down,positive
its really nothing more than a bunch of really great moments surrounded by material that could really be much better,positive
the beginning is captivating but slow the middle is fantastic and the ending is not only shallow but worse than that it drags the final half hour not only does it not bring the story to any real conclusion it could probably stop at any point,positive
and did anyone really figure out what the mystery is that arthur unearths,positive
it almost seems like there was no point in the entire investigation other than to unearth the past which is commendable but not totally so,positive
still it does what the oliver stone pic the doors didnt do right becoming very insightful to what happened using the visual style to hit most of the right notes of contrast between what made the era so great to those who lived during it and why after living through such an era that everything else seems halfassed i suppose the message is live life but after youve lived it what else is the point when youll be forced to live with regretful memories,positive
the really superb achievement of this film is that during its flashbacks it successfully creates for the audience what it must have felt like to be in that era but with the added perk of knowing the result of all that goes down,positive
theres some movies i enjoy even though i know i probably shouldnt and have a difficult time trying to explain why i did,positive
lucky numbers is a perfect example of this because its such a blatant ripoff of fargo and every movie based on an elmore leonard novel and yet it somehow still works for me,positive
i know im in the minority here but let me explain,positive
the film takes place in harrisburg pa in 1988 during an unseasonably warm winter,positive
john travolta plays the local bigshot tv weatherman who is idolized by the townsfolk as if he were john travolta himself and not the bumbling russ richards,positive
russ is married to crystal lisa kudrow a blonde bimbo if ever there was one in the history of cinema,positive
shes a selfish nasty bitch full of lust and desire but somehow she got the job of the lottery ball girl not exactly the most intellectually taxing job on the market,positive
crystals cheating on russ with their collective boss dick ed oneil the tv station manager,positive
she doesnt seem to genuinely like either of them but its all she can do in this onehorse town,positive
much like fargo this movie tells the story of a man whos going broke and has to pull off a huge scam to get rich quick,positive
he enlists the help of his english friend gig tim roth the local stripclub owner who tells him how to fix the lottery,positive
along the way a subplot involving a twobit thug named accurately dale the thug michael rappaport gets mixed up in the process,positive
theres also a bookie that somehow gets thrown in the mix once the deal goes down,positive
im not going to elaborate much further on the plot and story because it continues to unwind and take twists and turns youre not expecting,positive
this is a farce which is basically a straightforward adultoriented comedy but doesnt go as far as a classic black comedy should,positive
where as fargo was sometimes shocking and disturbing while being funny lucky numbers is just funny because you cant take these characters in these outrageous situations seriously,positive
its all a big cartoon basically but its funny and i can respect that,positive
travolta is great in his role and even though hes not a really likable character hes trying to be a nice guy despite the fact hes a creep,positive
hes like a gangster with morals who genuinely feels sorry for the guys he has to kill,positive
crystal is just the opposite shes constantly arguing and using whatever brain cells she has left to look out for herself,positive
kudrow is perfect in this role since shes spent 8 years on tv as the dimwitted phoebe on friends,positive
here is character is basically a very evil incarnation of phoebe,positive
i have to admit i was honestly surprised and pleased by how the plot unraveled and the methods each of the main characters use to try to get their share of the money,positive
like jackie brown an elmore leonard adaption the story is about a circle of 10 characters all after the lottery money that has been won illegally,positive
the screenplay does a fine job in balancing the characters and slowly revealing their motivations and hidden agendas while at the same time keep russ richards the main focus,positive
more and more characters are introduced and since the film has such an iconic cartoony atmosphere you can take on faith just what makes the minor characters do what they do,positive
the ending itself is great,positive
its surprising and funny and makes you feel good,positive
you realize this film has packed in about 10 different movies worth of stories into two hours time and didnt fall apart although many other critics might beg to differ,positive
i liked it and i could see it again isnt that what makes a movie good,positive
confession time i have never ever seen gone with the wind,positive
i dont know why really,positive
havent wanted to check it out on video havent been at home the nights it was on network tv and it was too far to drive the last time it was on the bigscreen,positive
so right up front ill admit that i dont know what the heck im talking about but here goes,positive
is titanic the gone with the wind of the 1990s,positive
maybe thats going a little bit too far,positive
as good a job as leonardo dicaprio and kate winslet do in this movie theyre no clark gable and vivien leigh,positive
but,positive
the parallels are there,positive
gwtw was the first movie to take real advantage of the most revolutionary technology available technicolor,positive
titanic takes revolutionary steps forward in seamlessly integrating computer graphic design with actors,positive
gwtw places americas greatest tragedy in the background of a classic love story titanic does the same with the atlantics most legendary tragedy,positive
they both have strongwilled redheaded heroines they both exploit the class differences between the aristocracy and the bums they were both incredibly expensive and popular,positive
ok maybe thats not enough parallels,positive
so titanics not in gwtws league,positive
no matter,positive
titanic is a great movie in its own right complete with spills thrills and especially chills,positive
much has been made of the humongous cost of the production and all of the care than went into making the huge luxury liner come alive again,positive
the money was obviously wellspent,positive
the costumes look great the sets look great the cgi graphics look great,positive
i especially liked the expensive little touches like spending tons of money on authentic titanic china only to break it all on the floor as the ship sinks,positive
but producer james camerons real challenge in producing titanic wasnt just costuming and set design and special effects,positive
camerons major headache was keeping the audience interested in a tale where everybody knows the ending going in,positive
he succeeds masterfully,positive
cameron does two things that work incredibly well,positive
first he shows us modernday salvage operations on titanic thats just titanic not the titanic mind you,positive
the first glimpse we get of titanic is the ship in its present state corroding slowly away under the hammering pressure of the north atlantic from the window of a minisub piloted by treasure hunter brock lovett bill paxton,positive
television coverage of the exploration of titanic intrigues 101yearold rose calvert gloria stuart who survived the wreck in 1912,positive
stuart does a phenomenal job in a brief role narrating the story of her experience to a stunned paxton and his roughneck crew,positive
secondly cameron keeps the storyline focused almost exclusively on the rose character and the romantic triangle between rose winslet her bastard millionaire fiancee cal hockley billy zane and the irrepressible young artist jack daswon dicaprio,positive
the way that bigbudget disaster movies usually go wrong is to have an allstar cast so we see the impact of the disaster on a wide group of people,positive
cameron wisely chooses to stick with rose and jack while paying scant heed to the celebrities on board,positive
the supporting cast is professional but mostly anonymous other than kathy bates as the unsinkable molly brown theres no moment when you stop and say oh yeah i know him whats he been in,positive
although i would like to have seen colm meaney in a white star uniform or even as the illfated engineer,positive
the love story itself is rather conventional,positive
i think some reviewers found it weak and that may be a fair criticism,positive
the performances are the key here,positive
zane has the meatiest part in the movie and he plays the arrogant condescending steel millionaire to the hilt,positive
hes smooth he looks great in a tuxedo and hes a convincing enough jerk that the winsletdicaprio relationship looks plausible,positive
at the moment when he sees a little girl too frightened to get aboard a lifeboat you can hear the wheels in his mind turning saying not can i save this little girl,positive
but can she help me get on a lifeboat,positive
dicaprio is a revelation,positive
i hadnt seen him before in anything and didnt know what the heck to expect really,positive
honestly i expected a bad irish accent but cameron evidently decided that was a bad idea so dicaprio plays a poor american artist who wins a ticket in a poker game,positive
dicaprio exhibits an infectious joy at being alive and being on the titanic that its hard not to like him,positive
from the moment that the ship leaves port until it hits the iceberg dicaprio has to carry the movie and keep our interest and he never falters,positive
winslets character grows up a lot during the movie and so does her performance,positive
at first shes not required to do anything but wear period clothing and look dropdead gorgeous,positive
we know from the narration that shes monstrously unhappy with her arranged marriage to zane but there isnt any expression of these feelings until she encounters dicaprio,positive
winslet and dicaprio develop a chemistry that manages to propel the movie along until the ship hits the iceberg,positive
its at that moment where winslets character really comes alive,positive
faced with real danger she drops her spoiledrichgirl mannerisms and does a splendid job,positive
as rose and jack race around the doomed ship looking for shelter from the freezing water and cals fiery temper winslet turns in a superb acting performance mixing courage and compassion and anger with sheer shrieking terror,positive
of course the most interesting character is the ship itself,positive
cameron has clearly fallen in love with titanic and shows her in every mood as a deserted wreck down in the boiler room up on the bridge down in the hold at the captains table down in steerage and manages to bring the great ship back from the dead,positive
camerons greatest gift is that he allows us to fall in love with titanic as well,positive
the sweet hereafter could serve as a textbook example of the difference between television movies and real movies,positive
consider for a moment what a television producer would do with a book that features a fatal school bus accident and a lawyer out to sign up the bereaved lots of hot sensationalism interrupted with breaks to sell beer and toothpaste,positive
topflight writer and director atom egoyan delivers instead a film with tremendous power whose most notable trait is its touching subtlety,positive
based on a respected book of the same name by author russell banks the movie represents a rethinking of the storys structure not merely a literal adaptation of the novel,positive
told in linear form by four narrators in the book egoyans version happens instead in overlapping time sequences and without a narrator,positive
the author is even on record as applauding egoyans changes,positive
in the press notes the books author describes the story as a parable of lost children,positive
he says it asks what a town does in the absence of its children,positive
picking up on this egoyan has a flashback in which a sitter nicole burnell played with grace by sarah polley reads parts of the pied piper from an old illustrated book to her two charges,positive
periodically throughout the picture nicoles readings are heard in voiceover,positive
you have never heard this moving poem read so sweetly or in such an appropriate moment,positive
they and the rest of the towns children come into harms way some live and others are seriously injured,positive
and the entire small canadian town where the accident occurs is never the same again,positive
although the physical damage is inflicted mainly on the children the adults bear the emotional scars of the loss,positive
ian holm in arguably the best performance of his distinguished career plays mitchell stephens an intense man of quiet misery,positive
mitchell is the outsider in the story set in a small snowencrusted community in the british columbian wilderness,positive
his mission there is a singular one to sign up the parents so that he can sue someone anyone on their behalf,positive
if this seems crass well it is but mitchell approaches his job with the dedication of a religious zealot,positive
the story unfolds slowly and always believably,positive
each little aspect has its own fascination,positive
as mitchell interviews wendell and rita walker played with quiet realism by maury chaykin and alberta watson he has a simple task,positive
he wants them to suggest some model couple in the village who has a lost a child so that he can use that couple to form the basis of the suit,positive
wendell ticks off one town member after another and then as one can in a small town enumerates each persons numerous faults,positive
although the town is no peyton place people there do have their foibles,positive
one of the best parents in the town appears to be billy ansell bruce greenwood who rides his pickup behind the school bus everyday just so he can wave goodbye to his kids,positive
well single parent billys fault is that he has regularly scheduled trysts with the married rita,positive
his confessions to rita about his feelings of loss are one of the many heartfelt outpourings in the story,positive
the accident itself a simple one of a bus hitting a patch of ice isnt shown until the middle of the picture but nevertheless the mystery about it builds throughout the film,positive
although the picture is no detective story finding out exactly what happened is a subtheme in a movie that is primarily a character study of a town gripped by tragedy,positive
as the injured bus driver gabrielle rose dolores driscoll plays the role of a dedicated individual who loves kids with a passion and for whom the tragedy takes on special meaning,positive
to round out the story mitchell has his own private tragedy to bear,positive
his daughter zoe caerthan banks is a drug addict who has bounced in and out of one halfway house and recovery center after another,positive
fond of calling her dad on his cell phone so she can ask for money or help she interrupts him at many emotionally charged moments as he attempts to sign up the townsfolk,positive
i can help you mitchell tries to reassure billy,positive
not unless you can raise the dead billy snaps back,positive
mitchells pitch is never an easy one and worrying about zoe only makes it harder,positive
mychael dannas haunting music sets the stage for tragedy,positive
the cinematography by paul sarossy is sweeping in its outdoor grandeur but it is in the warm shadowy intimate moments indoors where it works best,positive
the show which is ripe for emotional manipulation never plays with its audience,positive
still when the house lights go up you may feel as i did,positive
i could barely breathe i was so overcome by the sum total of what i had witnessed,positive
more than anything the film is like a master painting,positive
each cinematic brush stroke is carefully laid down by egoyan with the beauty building with each dollop of paint,positive
with the final color in place the masterpiece is complete and the ending credits roll,positive
the sweet hereafter runs 1 50,positive
it is rated r for mature themes sexuality and some profanity and would be fine teenagers,positive
clue is an unfairly ignored comedy very similar to 1976s murder by death,positive
this big screen version of the classic board game whats next,positive
chutes and ladders the motion picture is filled with slapstick antics and silly dialogue,positive
the plot for what its worth has all the characters from the game in this case the names from the game are used as aliases meeting in an isolated mansion to confront mr boddy lee ving the man whos been blackmailing them all,positive
when he turns up dead everyone including the audience must figure out whodunnit,positive
and in what room and with what object,positive
while not as witty as neil simons murder by death clue definitely has it moments,positive
it has so many moments in fact that i use a lot of the lines from the film when im joking around with my friends,positive
to this day whenever someone says the phrase well to make a long story short i have the follow up phrase too late ready to go,positive
the cast all very good comedic talents play well off one another while the late madeline kahn as the dark and sultry mrs white sometimes steals the film away from the rest,positive
and colleen camp as the french maid yvette displays some of her natural talents as well,positive
clue is available on dvd from paramount home video,positive
it includes the film in its original theatrical aspect ratio of 1 85 1 and is enhanced for 16x9 televisions and features the original theatrical trailer,positive
a french language audio track is also available,positive
the trailer holds up well considering most previews from that time do not and it even includes a scene not in the film itself a scene that should have been in the film as its a good joke,positive
also the trailer is scored to the music from airplane which was an interesting choice,positive
when clue played in theaters it ran with the gimmick of three different endings,positive
if you wanted to see all three you had to go to the movies three separate times,positive
so when the film was released on home video rather than releasing three separate videos all three endings were included on one tape,positive
the first two endings being what if,positive
endings and the third ending being the actual ending,positive
now for the dvd release you get two choices,positive
you can watch the film as it was presented on home video or you can select to watch it with one of the three endings randomly chosen for you,positive
note theres an easter egg hidden in the disc pertaining to this,positive
after watching the film with a randomly selected ending when you return to the menu screen you will be able to highlight the large magnifying glass and select it,positive
when you do a secret menu opens allowing you to watch any of the three endings by themselves,positive
now while i applaud the effort of paramount here as they clearly tried to do something special with the disc it just doesnt work well,positive
first why not give the viewer the choice of what ending we want to watch,positive
maybe someone like myself whos seen the movie hundreds of times would like to sit down and show it to someone with the second ending only,positive
im no technical dvd expert but i cant imagine that being too hard to accomplish,positive
secondly the delay between when the film itself ends and one of the endings begins is too long and too obvious thereby becoming a distraction right when you definitely dont need a distraction,positive
finally the back of the dvd case states and now with this special dvd version you can see all 3 surprise endings,positive
i have no idea why they would word it that way since thats not a special feature in the slightest,positive
